Model,No_of_new_rxns,No_of_rxns_with_ec_numbers_from_clean
Streptococcus_downei_F0415,400,62
Streptococcus_downei_MFe28,386,71
Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957,378,63
Streptococcus_dysgalactiae_subsp_equisimilis_AC_2713,433,60
Streptococcus_dysgalactiae_subsp_equisimilis_ATCC_12394,418,64
Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124,397,55
Streptococcus_dysgalactiae_subsp_equisimilis_RE378,387,59
Streptococcus_dysgalactiae_subsp_equisimilis_SK1250,417,57
Streptococcus_equi_subsp_equi_4047,353,72
Streptococcus_equi_subsp_zooepidemicus_ATCC_35246,346,60
Streptococcus_equi_subsp_zooepidemicus_BHS5,369,65
Streptococcus_equi_subsp_zooepidemicus_MGCS10565,402,79
Streptococcus_equinus_ATCC_9812,303,34
Streptococcus_gallolyticus_UCN34,436,78
Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143,393,84
Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_BAA_2069,435,65
Streptococcus_gallolyticus_subsp_gallolyticus_TX20005,447,70
Streptococcus_gordonii_str_Challis_substr_CH1,337,69
Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102,335,38
Streptococcus_infantarius_subsp_infantarius_CJ18,422,55
Streptococcus_infantis_ATCC_700779,357,60
Streptococcus_infantis_SK1076,428,69
Streptococcus_infantis_SK970,422,75
Streptococcus_infantis_X,419,72
Streptococcus_intermedius_ATCC_27335,412,61
Streptococcus_intermedius_BA1,418,70
Streptococcus_intermedius_F0395,369,72
Streptococcus_intermedius_F0413,420,69
Streptococcus_intermedius_JTH08,340,61
Streptococcus_lutetiensis_033,390,40
Streptococcus_macedonicus_679,346,58
Streptococcus_macedonicus_ACA_DC_198,352,56
Streptococcus_massiliensis_DSM_18628,326,73
Streptococcus_mitis_11_5,437,68
Streptococcus_mitis_13_39,406,78
Streptococcus_mitis_ATCC_6249,449,70
Streptococcus_mitis_B6,370,56
Streptococcus_mitis_NCTC_12261,364,67
Streptococcus_mitis_SK1073,438,75
Streptococcus_mitis_SK1080,450,78
Streptococcus_mitis_SK321,436,68
Streptococcus_mitis_SK564,423,72
Streptococcus_mitis_SK569,435,69
Streptococcus_mitis_SK575,406,68
Streptococcus_mitis_SK579,462,26
Streptococcus_mitis_SK616,459,81
Streptococcus_mitis_SPAR10,433,76
Streptococcus_mitis_bv_2_str_F0392,430,66
Streptococcus_mitis_bv_2_str_SK95,442,75
Streptococcus_mutans_11A1,405,44
Streptococcus_mutans_11SSST2,424,55
Streptococcus_mutans_14D,382,49
Streptococcus_mutans_15JP3,432,51
Streptococcus_mutans_15VF2,426,54
Streptococcus_mutans_1SM1,397,47
Streptococcus_mutans_21,429,50
Streptococcus_mutans_24,401,47
Streptococcus_mutans_2ST1,413,50
Streptococcus_mutans_2VS1,389,45
Streptococcus_mutans_3SN1,425,48
Streptococcus_mutans_4SM1,409,43
Streptococcus_mutans_4VF1,400,54
Streptococcus_mutans_5DC8,417,52
Streptococcus_mutans_5SM3,410,50
Streptococcus_mutans_66_2A,423,53
Streptococcus_mutans_8ID3,366,51
Streptococcus_mutans_A19,403,54
Streptococcus_mutans_A9,381,48
Streptococcus_mutans_AC4446,380,56
Streptococcus_mutans_ATCC_25175,348,46
Streptococcus_mutans_B,384,50
Streptococcus_mutans_DSM_20523,402,48
Streptococcus_mutans_G123,413,49
Streptococcus_mutans_GS_5,399,53
Streptococcus_mutans_KK21,401,49
Streptococcus_mutans_KK23,415,51
Streptococcus_mutans_M21,412,50
Streptococcus_mutans_M230,415,57
Streptococcus_mutans_M2A,432,45
Streptococcus_mutans_N29,427,50
Streptococcus_mutans_N3209,424,49
Streptococcus_mutans_N34,420,55
Streptococcus_mutans_N66,391,56
Streptococcus_mutans_NCTC_11060,413,55
Streptococcus_mutans_NFSM1,429,52
Streptococcus_mutans_NFSM2,387,50
Streptococcus_mutans_NLML1,415,48
Streptococcus_mutans_NLML4,387,47
Streptococcus_mutans_NLML5,392,49
Streptococcus_mutans_NLML8,428,53
Streptococcus_mutans_NLML9,423,52
Streptococcus_mutans_NMT4863,401,44
Streptococcus_mutans_NN2025,400,50
Streptococcus_mutans_NV1996,427,60
Streptococcus_mutans_NVAB,390,50
Streptococcus_mutans_OMZ175,426,60
Streptococcus_mutans_R221,414,49
Streptococcus_mutans_S1B,425,51
Streptococcus_mutans_SA38,405,48
Streptococcus_mutans_SA41,433,50
Streptococcus_mutans_SF12,373,50
Streptococcus_mutans_SF14,409,60
Streptococcus_mutans_SF1,387,50
Streptococcus_mutans_SM1,404,51
Streptococcus_mutans_SM4,379,49
Streptococcus_mutans_SM6,397,47
Streptococcus_mutans_ST1,394,55
Streptococcus_mutans_ST6,422,45
Streptococcus_mutans_T4,416,49
Streptococcus_mutans_TCI_116,368,48
Streptococcus_mutans_TCI_123,408,47
Streptococcus_mutans_TCI_125,428,53
Streptococcus_mutans_TCI_138,399,49
Streptococcus_mutans_TCI_145,430,53
Streptococcus_mutans_TCI_152,403,47
Streptococcus_mutans_TCI_153,377,44
Streptococcus_mutans_TCI_163,411,56
Streptococcus_mutans_TCI_169,383,52
Streptococcus_mutans_TCI_173,403,47
Streptococcus_mutans_TCI_177,414,49
Streptococcus_mutans_TCI_191,374,48
Streptococcus_mutans_TCI_196,403,59
Streptococcus_mutans_TCI_219,408,51
Streptococcus_mutans_TCI_222,425,58
Streptococcus_mutans_TCI_228,420,44
Streptococcus_mutans_TCI_234,434,45
Streptococcus_mutans_TCI_239,407,47
Streptococcus_mutans_TCI_242,397,47
Streptococcus_mutans_TCI_243,375,47
Streptococcus_mutans_TCI_249,418,51
Streptococcus_mutans_TCI_256,424,47
Streptococcus_mutans_TCI_268,406,50
Streptococcus_mutans_TCI_278,424,52
Streptococcus_mutans_TCI_294,410,49
Streptococcus_mutans_TCI_30,433,44
Streptococcus_mutans_TCI_399,404,46
Streptococcus_mutans_TCI_400,420,45
Streptococcus_mutans_TCI_51,389,50
Streptococcus_mutans_TCI_70,391,53
Streptococcus_mutans_TCI_75,414,49
Streptococcus_mutans_TCI_78,427,45
Streptococcus_mutans_TCI_82,373,45
Streptococcus_mutans_TCI_85,390,51
Streptococcus_mutans_TCI_86,421,51
Streptococcus_mutans_TCI_92,384,50
Streptococcus_mutans_TCI_96,394,50
Streptococcus_mutans_U138,400,49
Streptococcus_mutans_U2A,420,48
Streptococcus_mutans_U2B,393,49
Streptococcus_mutans_UA159,423,50
Streptococcus_mutans_W6,394,46
Streptococcus_oralis_ATCC_35037,428,66
Streptococcus_oralis_SK100,424,72
Streptococcus_oralis_SK1074,421,76
Streptococcus_oralis_SK10,445,68
Streptococcus_oralis_SK255,385,70
Streptococcus_oralis_SK304,410,69
Streptococcus_oralis_SK313,381,73
Streptococcus_oralis_SK610,444,70
Streptococcus_oralis_Uo5,375,69
Streptococcus_oralis_subsp_tigurinus_1366,380,77
Streptococcus_oralis_subsp_tigurinus_2425,353,76
Streptococcus_oralis_subsp_tigurinus_UC5873_TZ95,382,75
Streptococcus_parasanguinis_ATCC_15912,440,74
Streptococcus_parasanguinis_ATCC_903,349,58
Streptococcus_parasanguinis_F0405,412,59
Streptococcus_parasanguinis_FW213,413,60
Streptococcus_parasanguinis_SK236,355,47
Streptococcus_parauberis_KCTC_11537,349,68
Streptococcus_parauberis_KCTC_11980BP,433,67
Streptococcus_parauberis_KRS_02083,445,64
Streptococcus_parauberis_KRS_02109,445,54
Streptococcus_parauberis_NCFD_2020,434,58
Streptococcus_pasteurianus_651_SPAS_0_477_18720,334,65
Streptococcus_pasteurianus_ATCC_43144,330,63
Streptococcus_peroris_ATCC_700780,381,60
Streptococcus_pleomorphus_DSM_20574,431,87
Streptococcus_pneumoniae_1974M1_LZD,280,30
Streptococcus_pneumoniae_2009,295,53
Streptococcus_pneumoniae_2061376,289,55
Streptococcus_pneumoniae_2061617,281,54
Streptococcus_pneumoniae_2070005,284,54
Streptococcus_pneumoniae_2070035,306,56
Streptococcus_pneumoniae_2070109,284,50
Streptococcus_pneumoniae_2070425,283,56
Streptococcus_pneumoniae_2070531,300,58
Streptococcus_pneumoniae_2071004,291,54
Streptococcus_pneumoniae_2071247,291,57
Streptococcus_pneumoniae_2072047,293,60
Streptococcus_pneumoniae_2080076,257,56
Streptococcus_pneumoniae_2080913,263,52
Streptococcus_pneumoniae_2081074,257,44
Streptococcus_pneumoniae_2081685,273,50
Streptococcus_pneumoniae_2082170,283,52
Streptococcus_pneumoniae_2090008,292,51
Streptococcus_pneumoniae_23F,366,63
Streptococcus_pneumoniae_3063_00,285,55
Streptococcus_pneumoniae_357,289,49
Streptococcus_pneumoniae_4027_06,266,53
Streptococcus_pneumoniae_4075_00,270,52
Streptococcus_pneumoniae_459_5,297,53
Streptococcus_pneumoniae_5185_06,315,59
Streptococcus_pneumoniae_5652_06,285,49
Streptococcus_pneumoniae_5787_06,279,52
Streptococcus_pneumoniae_670_6B,253,48
Streptococcus_pneumoniae_6901_05,265,47
Streptococcus_pneumoniae_6963_05,299,48
Streptococcus_pneumoniae_70585,265,46
Streptococcus_pneumoniae_7286_06,292,52
Streptococcus_pneumoniae_7533_05,273,54
Streptococcus_pneumoniae_7879_04,287,57
Streptococcus_pneumoniae_8190_05,265,51
Streptococcus_pneumoniae_AP200,287,55
Streptococcus_pneumoniae_ATCC_700669,291,53
Streptococcus_pneumoniae_BS397,297,52
Streptococcus_pneumoniae_BS455,288,33
Streptococcus_pneumoniae_BS457,300,54
Streptococcus_pneumoniae_BS458,256,54
Streptococcus_pneumoniae_CDC0288_04,298,59
Streptococcus_pneumoniae_CDC1873_00,284,54
Streptococcus_pneumoniae_CDC3059_06,286,51
Streptococcus_pneumoniae_CGSP14,299,58
Streptococcus_pneumoniae_D39,268,53
Streptococcus_pneumoniae_EU_NP01,293,51
Streptococcus_pneumoniae_EU_NP02,279,49
Streptococcus_pneumoniae_EU_NP03,251,48
Streptococcus_pneumoniae_EU_NP04,275,53
Streptococcus_pneumoniae_EU_NP05,284,54
Streptococcus_pneumoniae_England14_9,265,52
Streptococcus_pneumoniae_G54,348,54
Streptococcus_pneumoniae_GA02254,282,52
Streptococcus_pneumoniae_GA02270,299,57
Streptococcus_pneumoniae_GA02506,264,49
Streptococcus_pneumoniae_GA02714,293,51
Streptococcus_pneumoniae_GA04175,295,56
Streptococcus_pneumoniae_GA04216,286,54
Streptococcus_pneumoniae_GA04375,289,61
Streptococcus_pneumoniae_GA04672,288,51
Streptococcus_pneumoniae_GA05245,275,51
Streptococcus_pneumoniae_GA05248,280,51
Streptococcus_pneumoniae_GA05578,289,53
Streptococcus_pneumoniae_GA06083,262,47
Streptococcus_pneumoniae_GA07228,269,54
Streptococcus_pneumoniae_GA07643,301,54
Streptococcus_pneumoniae_GA07914,271,53
Streptococcus_pneumoniae_GA08780,295,60
Streptococcus_pneumoniae_GA08825,339,54
Streptococcus_pneumoniae_GA11304,292,53
Streptococcus_pneumoniae_GA11426,270,52
Streptococcus_pneumoniae_GA13224,262,53
Streptococcus_pneumoniae_GA13338,298,57
Streptococcus_pneumoniae_GA13430,273,50
Streptococcus_pneumoniae_GA13455,316,50
Streptococcus_pneumoniae_GA13494,294,58
Streptococcus_pneumoniae_GA13856,285,50
Streptococcus_pneumoniae_GA14373,265,48
Streptococcus_pneumoniae_GA14688,289,59
Streptococcus_pneumoniae_GA14798,263,18
Streptococcus_pneumoniae_GA16121,296,56
Streptococcus_pneumoniae_GA16242,309,56
Streptococcus_pneumoniae_GA16531,295,59
Streptococcus_pneumoniae_GA17301,287,0
Streptococcus_pneumoniae_GA17328,289,52
Streptococcus_pneumoniae_GA17371,273,51
Streptococcus_pneumoniae_GA17457,323,52
Streptococcus_pneumoniae_GA17484,289,55
Streptococcus_pneumoniae_GA17545,301,52
Streptococcus_pneumoniae_GA17570,292,55
Streptococcus_pneumoniae_GA17719,309,56
Streptococcus_pneumoniae_GA17971,290,55
Streptococcus_pneumoniae_GA18068,286,53
Streptococcus_pneumoniae_GA18523,301,56
Streptococcus_pneumoniae_GA19077,298,57
Streptococcus_pneumoniae_GA19101,261,50
Streptococcus_pneumoniae_GA19690,296,59
Streptococcus_pneumoniae_GA19923,290,58
Streptococcus_pneumoniae_GA40028,290,55
Streptococcus_pneumoniae_GA40183,270,50
Streptococcus_pneumoniae_GA40410,275,51
Streptococcus_pneumoniae_GA40563,282,52
Streptococcus_pneumoniae_GA41277,316,59
Streptococcus_pneumoniae_GA41301,270,50
Streptococcus_pneumoniae_GA41317,295,54
Streptococcus_pneumoniae_GA41410,329,60
Streptococcus_pneumoniae_GA41538,313,54
Streptococcus_pneumoniae_GA41565,302,54
Streptococcus_pneumoniae_GA41688,242,53
Streptococcus_pneumoniae_GA43257,272,54
Streptococcus_pneumoniae_GA43264,262,46
Streptococcus_pneumoniae_GA43265,263,46
Streptococcus_pneumoniae_GA43380,285,49
Streptococcus_pneumoniae_GA44128,264,49
Streptococcus_pneumoniae_GA44194,310,57
Streptococcus_pneumoniae_GA44288,286,48
Streptococcus_pneumoniae_GA44378,286,53
Streptococcus_pneumoniae_GA44386,289,51
Streptococcus_pneumoniae_GA44452,296,44
Streptococcus_pneumoniae_GA44500,301,59
Streptococcus_pneumoniae_GA44511,269,56
Streptococcus_pneumoniae_GA47033,280,48
Streptococcus_pneumoniae_GA47179,292,54
Streptococcus_pneumoniae_GA47210,266,51
Streptococcus_pneumoniae_GA47281,295,56
Streptococcus_pneumoniae_GA47283,321,65
Streptococcus_pneumoniae_GA47360,324,61
Streptococcus_pneumoniae_GA47388,278,58
Streptococcus_pneumoniae_GA47439,292,49
Streptococcus_pneumoniae_GA47461,257,50
Streptococcus_pneumoniae_GA47502,282,58
Streptococcus_pneumoniae_GA47522,279,50
Streptococcus_pneumoniae_GA47562,277,53
Streptococcus_pneumoniae_GA47597,284,58
Streptococcus_pneumoniae_GA47628,264,54
Streptococcus_pneumoniae_GA47688,296,54
Streptococcus_pneumoniae_GA47751,284,58
Streptococcus_pneumoniae_GA47760,286,59
Streptococcus_pneumoniae_GA47794,272,51
Streptococcus_pneumoniae_GA47901,284,56
Streptococcus_pneumoniae_GA47976,264,54
Streptococcus_pneumoniae_GA49138,330,60
Streptococcus_pneumoniae_GA49194,259,51
Streptococcus_pneumoniae_GA49447,268,49
Streptococcus_pneumoniae_GA49542,284,55
Streptococcus_pneumoniae_GA52306,284,51
Streptococcus_pneumoniae_GA52612,297,51
Streptococcus_pneumoniae_GA54354,293,53
Streptococcus_pneumoniae_GA54644,315,53
Streptococcus_pneumoniae_GA56113,300,57
Streptococcus_pneumoniae_GA58581,303,50
Streptococcus_pneumoniae_GA58771,283,54
Streptococcus_pneumoniae_GA58981,271,49
Streptococcus_pneumoniae_GA60080,270,51
Streptococcus_pneumoniae_GA60132,300,52
Streptococcus_pneumoniae_GA60190,279,52
Streptococcus_pneumoniae_GA62331,285,45
Streptococcus_pneumoniae_GA62681,293,52
Streptococcus_pneumoniae_Hungary19A_6,277,53
Streptococcus_pneumoniae_INV104,289,55
Streptococcus_pneumoniae_INV200,299,57
Streptococcus_pneumoniae_JJA,258,47
Streptococcus_pneumoniae_MLV_016,318,66
Streptococcus_pneumoniae_MNZ11b,268,49
Streptococcus_pneumoniae_MNZ14,261,48
Streptococcus_pneumoniae_MNZ37,277,54
Streptococcus_pneumoniae_MNZ41,273,50
Streptococcus_pneumoniae_NP070,261,47
Streptococcus_pneumoniae_NP112,279,48
Streptococcus_pneumoniae_NP127,299,52
Streptococcus_pneumoniae_NP141,274,55
Streptococcus_pneumoniae_NorthCarolina6A_23,256,44
Streptococcus_pneumoniae_OXC141,289,53
Streptococcus_pneumoniae_P1031,265,49
Streptococcus_pneumoniae_PCS125219,279,55
Streptococcus_pneumoniae_PCS70012,295,51
Streptococcus_pneumoniae_PCS8106,281,50
Streptococcus_pneumoniae_PCS8203,324,52
Streptococcus_pneumoniae_PNI0002,266,51
Streptococcus_pneumoniae_PNI0006,275,50
Streptococcus_pneumoniae_PNI0010,262,44
Streptococcus_pneumoniae_PNI0153,265,53
Streptococcus_pneumoniae_R6M2_PG,349,61
Streptococcus_pneumoniae_R6,333,57
Streptococcus_pneumoniae_SP11_BS70,296,56
Streptococcus_pneumoniae_SP14_BS292,283,56
Streptococcus_pneumoniae_SP18_BS74,290,57
Streptococcus_pneumoniae_SP195,284,58
Streptococcus_pneumoniae_SP19_BS75,296,55
Streptococcus_pneumoniae_SP23_BS72,296,53
Streptococcus_pneumoniae_SP3_BS71,326,63
Streptococcus_pneumoniae_SP6_BS73,313,68
Streptococcus_pneumoniae_SP9_BS68,284,53
Streptococcus_pneumoniae_SPAR27,333,56
Streptococcus_pneumoniae_SPAR55,316,60
Streptococcus_pneumoniae_SPAR95,250,46
Streptococcus_pneumoniae_SPN021198,298,55
Streptococcus_pneumoniae_SPN032672,265,49
Streptococcus_pneumoniae_SPN033038,285,54
Streptococcus_pneumoniae_SPN034156,288,54
Streptococcus_pneumoniae_SPN034183,299,56
Streptococcus_pneumoniae_SPN061370,281,49
Streptococcus_pneumoniae_SPN072838,286,54
Streptococcus_pneumoniae_SPN1041,292,52
Streptococcus_pneumoniae_SPN7465,277,49
Streptococcus_pneumoniae_SPNA45,258,55
Streptococcus_pneumoniae_ST556,263,46
Streptococcus_pneumoniae_SV35,272,48
Streptococcus_pneumoniae_SV36,291,52
Streptococcus_pneumoniae_TCH8431_19A,285,46
Streptococcus_pneumoniae_TIGR4,271,52
Streptococcus_pneumoniae_Taiwan19F_14,364,59
Streptococcus_pneumoniae_gamPNI0373,329,55
Streptococcus_pseudopneumoniae_IS7493,320,57
Streptococcus_pyogenes_A20,327,62
Streptococcus_pyogenes_ATCC_10782,347,66
Streptococcus_pyogenes_Alab49,331,66
Streptococcus_pyogenes_M1_GAS,355,71
Streptococcus_pyogenes_MGAS10394,338,66
Streptococcus_pyogenes_MGAS315,337,66
Streptococcus_pyogenes_MGAS8232,350,70
Streptococcus_pyogenes_MGAS9429,377,67
Streptococcus_pyogenes_SSI_1,334,67
Streptococcus_pyogenes_str_Manfredo,333,67
Streptococcus_salivarius_57_I,367,48
Streptococcus_salivarius_DSM_20560,363,57
Streptococcus_salivarius_JIM8777,350,53
Streptococcus_salivarius_K12,425,89
Streptococcus_salivarius_M18,430,89
Streptococcus_salivarius_PS4,448,85
Streptococcus_salivarius_SK126,477,86
Streptococcus_sanguinis_ATCC_29667,461,80
Streptococcus_sanguinis_ATCC_49296,427,71
Streptococcus_sanguinis_SK1056,464,86
Streptococcus_sanguinis_SK1057,484,83
Streptococcus_sanguinis_SK1058,447,86
Streptococcus_sanguinis_SK1059,466,84
Streptococcus_sanguinis_SK1087,454,91
Streptococcus_sanguinis_SK115,465,81
Streptococcus_sanguinis_SK150,456,80
Streptococcus_sanguinis_SK160,459,78
Streptococcus_sanguinis_SK1,433,77
Streptococcus_sanguinis_SK330,461,79
Streptococcus_sanguinis_SK340,434,76
Streptococcus_sanguinis_SK353,466,89
Streptococcus_sanguinis_SK355,498,37
Streptococcus_sanguinis_SK36,341,79
Streptococcus_sanguinis_SK405,462,83
Streptococcus_sanguinis_SK408,443,82
Streptococcus_sanguinis_SK49,474,84
Streptococcus_sanguinis_SK678,466,82
Streptococcus_sanguinis_SK72,468,84
Streptococcus_sanguinis_VMC66,468,83
Streptococcus_sobrinus_NIDR_6715_7,395,54
Streptococcus_sobrinus_TCI_13,421,92
Streptococcus_sobrinus_TCI_16,300,88
Streptococcus_sobrinus_TCI_28,368,85
Streptococcus_sobrinus_TCI_50,332,90
Streptococcus_sobrinus_TCI_53,405,83
Streptococcus_sp_2_1_36FAA,363,62
Streptococcus_sp_BS35b,387,76
Streptococcus_sp_GMD5S,392,81
Streptococcus_sp_HPH0090,358,55
Streptococcus_sp_I_G2,273,42
Streptococcus_sp_I_P16,296,39
Streptococcus_sp_SK140,405,87
Streptococcus_thermophilus_CNRZ1066,448,73
Streptococcus_thermophilus_JIM_8232,423,77
Streptococcus_thermophilus_LMD_9,415,71
Streptococcus_thermophilus_LMG_18311,328,37
Streptococcus_thermophilus_MN_ZLW_002,416,78
Streptococcus_thermophilus_ND03,432,71
Streptococcus_thoraltensis_DSM_12221,399,73
Streptococcus_timonensis_CSUR_P2915,440,118
Streptococcus_uberis_0140J,415,68
Streptococcus_vestibularis_ATCC_49124,427,65
Streptococcus_vestibularis_F0396,376,58
Streptomyces_sp_HPH0547,550,170
Subdoligranulum_sp_4_3_54A2FAA,467,102
Subdoligranulum_variabile_DSM_15176,363,72
Succinatimonas_hippei_YIT_12066,440,87
Succiniclasticum_ruminis_DSM_11005,346,58
Succiniclasticum_ruminis_DSM_9236,325,59
Succinivibrio_dextrinosolvens_H5,477,80
Sulfolobus_solfataricus_P2,511,65
Sutterella_parvirubra_YIT_11816,374,84
Sutterella_wadsworthensis_2_1_59BFAA,456,92
Sutterella_wadsworthensis_3_1_45B,390,80
Sutterella_wadsworthensis_HGA0223,439,85
Synergistes_jonesii_78_1,371,71
Synergistes_sp_3_1_syn1,444,77
Syntrophus_aciditrophicus_SB,394,87
Syntrophus_gentianae_DSM_8423,350,70
Tannerella_forsythia_ATCC_43037,481,88
Tannerella_sp_6_1_58FAA_CT1,359,71
Tatumella_ptyseos_ATCC_33301,369,57
Tessaracoccus_massiliensis_SIT6,390,108
Tetragenococcus_koreensis_KCTC_3924,419,87
Tetragenococcus_koreensis_NBRC_106072,424,91
Thalassobacillus_massiliensis_TM_1,372,115
Thermoanaerobacter_pseudethanolicus_ATCC_33223,396,83
Thermus_scotoductus_DSM_8553,362,62
Thermus_scotoductus_K1_1,348,64
Thermus_scotoductus_KI2,364,67
Thermus_scotoductus_SA_01,351,67
Timonella_senegalensis_JC301,330,96
Trabulsiella_guamensis_ATCC_49490,376,63
Treponema_denticola_AL_2,428,101
Treponema_denticola_ASLM,417,104
Treponema_denticola_ATCC_33520,432,95
Treponema_denticola_ATCC_33521,437,99
Treponema_denticola_ATCC_35404,486,112
Treponema_denticola_H_22,420,109
Treponema_medium_ATCC_700293,466,112
Treponema_socranskii_subsp_paredis_ATCC_35535,425,98
Treponema_socranskii_subsp_socranskii_VPI_DR56BR1116_ATCC_35536,448,110
Treponema_succinifaciens_DSM_2489,470,121
Treponema_vincentii_ATCC_35580,430,107
Treponema_vincentii_F0403,429,94
Tropheryma_whipplei_TW08_27,351,58
Tropheryma_whipplei_str_Twist,315,35
Trueperella_pyogenes_MS249,456,91
Turicibacter_sanguinis_PC909,381,106
Turicibacter_sp_H121,361,100
Turicibacter_sp_HGF1,381,108
Turicimonas_muris_YL45,392,85
Ureaplasma_parvum_serovar_14_str_ATCC_33697,241,16
Ureaplasma_parvum_serovar_1_str_ATCC_27813,240,22
Ureaplasma_parvum_serovar_3_str_ATCC_27815,235,17
Ureaplasma_parvum_serovar_3_str_ATCC_700970,247,15
Ureaplasma_parvum_serovar_6_str_ATCC_27818,250,16
Ureaplasma_urealyticum_2033,249,19
Ureaplasma_urealyticum_2608,243,20
Ureaplasma_urealyticum_4155,250,21
Ureaplasma_urealyticum_4318,229,14
Ureaplasma_urealyticum_serovar_10_str_ATCC_33699,255,24
Ureaplasma_urealyticum_serovar_11_str_ATCC_33695,239,19
Ureaplasma_urealyticum_serovar_12_str_ATCC_33696,238,20
Ureaplasma_urealyticum_serovar_13_str_ATCC_33698,237,18
Ureaplasma_urealyticum_serovar_2_str_ATCC_27814,248,23
Ureaplasma_urealyticum_serovar_4_str_ATCC_27816,257,25
Ureaplasma_urealyticum_serovar_5_str_ATCC_27817,239,17
Ureaplasma_urealyticum_serovar_7_str_ATCC_27819,259,22
Ureaplasma_urealyticum_serovar_8_str_ATCC_27618,259,17
Ureaplasma_urealyticum_serovar_9_str_ATCC_33175,262,19
Ureibacillus_thermosphaericus_str_Thermo_BF,422,97
Vagococcus_fluvialis_DSM_5731,359,96
Vagococcus_fluvialis_bH819,425,96
Vallitalea_guaymasensis_L81,379,123
Vallitalea_sp_S15,359,114
Varibaculum_cambriense_DNF00696,302,78
Varibaculum_cambriense_DSM_15806,371,67
Variovorax_paradoxus_110B,349,100
Variovorax_paradoxus_4MFCol3_1,386,107
Variovorax_paradoxus_B4,380,101
Variovorax_paradoxus_H108,381,111
Variovorax_paradoxus_NBRC_15149,372,103
Veillonella_atypica_ACS_049_V_Sch6,414,57
Veillonella_atypica_ACS_134_V_Col7a,446,55
